CityName,GeoAreaName,Place_Id,LastChangeDateTime,DaysFromUpdate,Description
Chicago,Hyde Park,21764,08/07/2016,210,Mapped
Chicago,South Lawndale,17393,08/07/2016,210,Mapped
Chicago,Hyde Park,22049,08/07/2016,210,Mapped
Chicago,North Lawndale,15172,08/07/2016,210,Mapped
Chicago,North Lawndale,15301,08/07/2016,210,Mapped
Chicago,South Lawndale,61022,08/07/2016,210,Mapped
Chicago,North Lawndale,15031,08/07/2016,210,Mapped
Chicago,South Chicago,24397,08/07/2016,210,Mapped
Chicago,North Lawndale,15584,08/07/2016,210,Mapped
Chicago,North Lawndale,15575,08/07/2016,210,Mapped
Chicago,South Lawndale,16677,08/07/2016,210,Mapped
Chicago,North Lawndale,15196,08/07/2016,210,Mapped
Chicago,South Lawndale,16297,08/07/2016,210,Mapped
Chicago,North Lawndale,15792,08/07/2016,210,Mapped
Chicago,South Lawndale,16283,08/07/2016,210,Mapped
Chicago,Auburn Gresham,25197,08/07/2016,210,Mapped
Chicago,Grand Boulevard,20661,08/07/2016,210,Mapped
Chicago,South Chicago,24479,08/07/2016,210,Mapped
Chicago,Hyde Park,21763,08/07/2016,210,Mapped
Chicago,Auburn Gresham,31091,08/07/2016,210,Mapped
Chicago,North Lawndale,15907,08/07/2016,210,Mapped
Chicago,South Chicago,24475,08/07/2016,210,Mapped
Chicago,Mckinley Park,16550,08/07/2016,210,Mapped
Chicago,South Chicago,24412,08/07/2016,210,Mapped
Chicago,South Lawndale,17450,08/07/2016,210,Mapped
Chicago,Hyde Park,21655,08/07/2016,210,Mapped
Chicago,Auburn Gresham,31124,08/07/2016,210,Mapped
Chicago,Auburn Gresham,31100,08/07/2016,210,Mapped
Chicago,South Lawndale,61023,08/07/2016,210,Mapped
Chicago,Auburn Gresham,31099,08/07/2016,210,Mapped
Chicago,Hyde Park,21622,08/07/2016,210,Mapped
Chicago,South Lawndale,17113,08/07/2016,210,Mapped
Chicago,Riverdale,27104,08/07/2016,210,Mapped
Chicago,Riverdale,61024,08/07/2016,210,Mapped
Chicago,South Lawndale,16851,08/07/2016,210,Mapped
Chicago,South Chicago,24785,08/07/2016,210,Mapped
Chicago,South Chicago,24795,08/07/2016,210,Mapped
Chicago,Near West Side,61025,08/07/2016,210,Mapped
Chicago,South Chicago,24872,08/07/2016,210,Mapped
Chicago,Hyde Park,21615,08/07/2016,210,Mapped
Chicago,Calumet Heights,25081,08/07/2016,210,Mapped
Chicago,Hyde Park,21585,08/07/2016,210,Mapped
Chicago,Auburn Gresham,24190,08/07/2016,210,Mapped
Chicago,Grand Boulevard,12041,08/07/2016,210,Mapped
Chicago,Riverdale,12998,08/07/2016,210,Mapped
Chicago,Mckinley Park,61027,08/07/2016,210,Mapped
